activity_id,lead_id,activity_type,activity_date,activity_status,notes
454,1854,Email,2025-02-14,Pending,No response from customer.
455,2839,Site Visit,2025-11-14,Pending,Customer requested more details.
456,1151,Site Visit,2025-07-12,Failed,Sent lease and booking information.
457,1932,Email,2025-03-07,Completed,Shared available property options.
458,1013,Call,2026-03-30,Completed,Shared available property options.
459,1665,Site Visit,2025-08-17,Pending,No response from customer.
460,1082,Email,2025-12-03,Pending,No response from customer.
461,634,Site Visit,2026-05-31,Failed,Scheduled follow-up call.
462,513,WhatsApp,2025-03-16,Completed,Shared available property options.
463,2850,WhatsApp,2026-03-26,Pending,Sent lease and booking information.
464,1120,Call,2026-01-02,Completed,Discussed budget and preferred location.
465,1142,Email,2026-06-18,Completed,Scheduled follow-up call.
466,560,Call,2025-12-16,Pending,Shared available property options.
467,488,Site Visit,2025-05-07,Completed,Scheduled follow-up call.
468,897,SMS,2025-08-18,Completed,Shared available property options.
469,1213,SMS,2025-10-30,Pending,Scheduled follow-up call.
470,704,SMS,2025-08-15,Failed,Scheduled follow-up call.
471,1471,Document Shared,2025-08-02,Failed,Discussed budget and preferred location.
472,581,Document Shared,2025-12-11,Completed,No response from customer.
473,2838,Call,2026-01-06,Completed,Customer requested more details.
474,2909,Follow-up,2026-05-30,Pending,Sent lease and booking information.
475,2295,WhatsApp,2025-10-24,Pending,Customer requested more details.
476,154,Call,2025-12-27,Pending,No response from customer.
477,1680,Call,2025-09-24,Pending,Customer requested more details.
478,997,SMS,2025-03-03,Failed,No response from customer.
479,2745,Document Shared,2026-05-14,Pending,Shared available property options.
480,1244,WhatsApp,2025-08-04,Pending,Shared available property options.
481,1093,Document Shared,2025-06-12,Completed,Customer requested more details.
482,1009,Call,2025-04-20,Pending,Discussed budget and preferred location.
483,2142,WhatsApp,2026-04-24,Completed,Shared available property options.
484,1774,Email,2025-12-13,Failed,No response from customer.
485,958,SMS,2026-01-26,Completed,Discussed budget and preferred location.
486,453,WhatsApp,2025-11-02,Failed,Scheduled follow-up call.
487,1228,WhatsApp,2025-07-20,Pending,Scheduled follow-up call.
488,2960,Site Visit,2025-11-07,Failed,Discussed budget and preferred location.
489,2266,SMS,2026-01-27,Completed,Discussed budget and preferred location.
490,2522,SMS,2025-09-19,Failed,Shared available property options.
491,2480,Follow-up,2025-11-11,Completed,No response from customer.
492,2389,Site Visit,2025-11-23,Pending,Shared available property options.
493,551,Document Shared,2025-10-17,Pending,Sent lease and booking information.
494,1636,Follow-up,2025-09-30,Completed,No response from customer.
495,1313,Site Visit,2025-07-07,Completed,No response from customer.
496,1758,WhatsApp,2026-01-14,Failed,Sent lease and booking information.
497,357,WhatsApp,2026-05-27,Pending,No response from customer.
498,2071,Follow-up,2026-01-29,Completed,Shared available property options.
499,1786,Call,2025-02-07,Failed,Customer requested more details.
500,2570,Document Shared,2025-10-06,Failed,Sent lease and booking information.
501,1782,Site Visit,2025-10-29,Failed,Discussed budget and preferred location.
502,2850,WhatsApp,2026-04-11,Pending,No response from customer.
503,2810,Follow-up,2025-11-07,Completed,Customer requested more details.
504,2490,Call,2026-05-18,Pending,Scheduled follow-up call.
505,1632,WhatsApp,2026-03-28,Completed,No response from customer.
506,2817,Site Visit,2025-07-07,Pending,Customer requested more details.
507,1016,Document Shared,2026-04-17,Failed,Sent lease and booking information.
508,1349,Call,2025-11-21,Failed,Customer requested more details.
509,516,Email,2025-05-03,Completed,Shared available property options.
510,2840,Document Shared,2025-09-02,Pending,Shared available property options.
511,336,Site Visit,2025-06-17,Pending,Customer requested more details.
512,1783,SMS,2025-09-09,Completed,Discussed budget and preferred location.
513,2306,SMS,2025-09-06,Failed,Discussed budget and preferred location.
514,497,SMS,2025-06-08,Completed,Customer requested more details.
515,896,Document Shared,2026-06-15,Failed,Sent lease and booking information.
516,2208,Call,2026-02-28,Completed,Sent lease and booking information.
517,852,Follow-up,2026-03-26,Completed,Discussed budget and preferred location.
518,1688,Follow-up,2025-08-25,Pending,Sent lease and booking information.
519,1932,Email,2025-03-27,Pending,Sent lease and booking information.
520,2738,Site Visit,2026-03-21,Pending,Discussed budget and preferred location.
521,2428,SMS,2026-05-07,Failed,Customer requested more details.
522,1569,WhatsApp,2025-03-02,Pending,Customer requested more details.
523,957,Call,2025-11-16,Failed,Customer requested more details.
524,2739,SMS,2025-10-14,Pending,Discussed budget and preferred location.
525,1637,Email,2025-08-03,Completed,Shared available property options.
526,1292,Email,2026-03-05,Failed,Customer requested more details.
527,1441,Email,2025-06-04,Failed,No response from customer.
528,1192,WhatsApp,2025-05-10,Failed,Sent lease and booking information.
529,1067,WhatsApp,2025-06-18,Completed,Shared available property options.
530,285,Follow-up,2026-01-04,Failed,Scheduled follow-up call.
531,2445,Call,2025-03-11,Completed,Discussed budget and preferred location.
532,12,Site Visit,2025-06-27,Pending,Scheduled follow-up call.
533,1631,Follow-up,2025-04-07,Completed,Shared available property options.
534,2547,Follow-up,2025-12-27,Completed,Shared available property options.
535,754,Site Visit,2026-03-16,Pending,Sent lease and booking information.
536,2083,Follow-up,2025-06-26,Completed,Discussed budget and preferred location.
537,2775,Site Visit,2025-07-17,Completed,Scheduled follow-up call.
538,2897,WhatsApp,2025-08-23,Completed,Scheduled follow-up call.
539,90,Site Visit,2026-02-27,Pending,No response from customer.
540,776,Follow-up,2025-07-14,Pending,Shared available property options.
541,2653,Email,2025-07-06,Completed,Scheduled follow-up call.
542,1626,Document Shared,2026-01-28,Failed,Scheduled follow-up call.
543,418,WhatsApp,2025-11-10,Pending,Shared available property options.
544,115,Document Shared,2025-12-22,Completed,No response from customer.
545,617,Site Visit,2025-05-16,Pending,Shared available property options.
546,826,Follow-up,2025-01-28,Pending,Shared available property options.
547,1650,Document Shared,2026-02-01,Completed,Discussed budget and preferred location.
548,1517,WhatsApp,2026-04-01,Pending,Scheduled follow-up call.
549,413,Site Visit,2025-11-08,Failed,Discussed budget and preferred location.
550,729,Site Visit,2025-04-06,Pending,Shared available property options.
551,2809,Email,2025-05-14,Pending,Scheduled follow-up call.
552,676,Email,2025-02-19,Pending,Scheduled follow-up call.
553,1893,Document Shared,2025-07-01,Failed,Discussed budget and preferred location.
554,2505,Document Shared,2026-01-21,Failed,Sent lease and booking information.
555,2968,Call,2025-07-25,Failed,Customer requested more details.
556,2240,Document Shared,2026-02-18,Completed,Sent lease and booking information.
557,2787,Site Visit,2026-04-16,Completed,Customer requested more details.
558,1123,SMS,2025-03-08,Failed,No response from customer.
559,1572,WhatsApp,2026-01-14,Completed,Sent lease and booking information.
560,978,Email,2025-11-13,Pending,No response from customer.
561,1009,Document Shared,2025-05-26,Completed,Sent lease and booking information.
562,2144,WhatsApp,2026-01-11,Completed,Customer requested more details.
563,1688,Site Visit,2025-09-14,Failed,Discussed budget and preferred location.
564,2711,SMS,2025-07-19,Pending,Shared available property options.
565,37,Email,2026-04-06,Failed,No response from customer.
566,1549,Site Visit,2026-03-02,Failed,No response from customer.
567,2327,Email,2026-03-26,Failed,Customer requested more details.
568,2265,Document Shared,2026-05-23,Pending,Discussed budget and preferred location.
569,2915,WhatsApp,2026-01-20,Pending,Discussed budget and preferred location.
570,873,SMS,2026-04-30,Failed,Shared available property options.
571,1822,Follow-up,2025-02-05,Completed,Scheduled follow-up call.
572,1297,Email,2025-08-14,Completed,Discussed budget and preferred location.
573,2110,Site Visit,2026-06-01,Failed,Shared available property options.
574,596,Call,2026-01-11,Completed,Shared available property options.
575,1904,WhatsApp,2025-05-19,Failed,Scheduled follow-up call.
576,729,Call,2025-03-16,Failed,Shared available property options.
577,1366,Document Shared,2026-03-17,Failed,No response from customer.
578,397,Email,2026-05-10,Pending,Discussed budget and preferred location.
579,699,Site Visit,2026-01-04,Completed,Discussed budget and preferred location.
580,2225,Document Shared,2025-05-04,Failed,Discussed budget and preferred location.
581,1636,Call,2025-10-09,Completed,Scheduled follow-up call.
582,396,Call,2026-01-28,Pending,Discussed budget and preferred location.
583,2493,Document Shared,2025-08-25,Failed,Sent lease and booking information.
584,76,Email,2026-03-20,Completed,Scheduled follow-up call.
585,265,SMS,2026-02-04,Completed,Sent lease and booking information.
586,2503,WhatsApp,2025-05-25,Failed,Scheduled follow-up call.
587,1820,Site Visit,2025-11-09,Failed,No response from customer.
588,718,Site Visit,2025-11-09,Pending,Sent lease and booking information.
589,2783,Site Visit,2026-04-13,Pending,Scheduled follow-up call.
590,851,Site Visit,2025-07-25,Failed,No response from customer.
591,1391,WhatsApp,2026-05-31,Failed,Customer requested more details.
592,144,Site Visit,2025-05-18,Completed,Shared available property options.
593,885,Email,2025-07-06,Failed,Customer requested more details.
594,396,Email,2026-02-01,Pending,Discussed budget and preferred location.
595,2996,WhatsApp,2025-06-25,Pending,Customer requested more details.
596,2939,Follow-up,2025-06-21,Failed,No response from customer.
597,1493,SMS,2025-06-22,Completed,Customer requested more details.
598,1168,Document Shared,2025-12-24,Failed,Sent lease and booking information.
599,2617,Call,2026-04-13,Pending,Customer requested more details.
600,1063,Email,2025-06-20,Pending,Scheduled follow-up call.
601,2157,Call,2025-11-09,Completed,Customer requested more details.
602,1066,Call,2025-11-10,Completed,Shared available property options.
603,1210,SMS,2026-01-08,Failed,Discussed budget and preferred location.
604,2983,Call,2025-11-06,Completed,No response from customer.
605,2446,Call,2025-07-13,Pending,Customer requested more details.
606,634,Follow-up,2026-05-26,Completed,Discussed budget and preferred location.
607,1157,Document Shared,2025-11-21,Pending,Sent lease and booking information.
608,1239,Follow-up,2025-03-31,Completed,Customer requested more details.
609,733,Call,2026-06-10,Pending,Sent lease and booking information.
610,235,WhatsApp,2025-11-01,Completed,No response from customer.
611,2706,Email,2025-04-24,Completed,Customer requested more details.
612,751,Call,2025-11-25,Pending,Discussed budget and preferred location.
613,2636,Site Visit,2025-10-28,Completed,Scheduled follow-up call.
614,954,Email,2026-03-20,Completed,Sent lease and booking information.
615,2540,Follow-up,2025-02-13,Pending,Discussed budget and preferred location.
616,2961,SMS,2026-04-20,Pending,Sent lease and booking information.
617,1543,WhatsApp,2025-11-02,Pending,Shared available property options.
618,1198,Document Shared,2025-12-16,Pending,No response from customer.
619,1677,Follow-up,2026-01-19,Pending,Shared available property options.
620,1192,Document Shared,2025-04-15,Pending,Shared available property options.
621,2218,Follow-up,2025-08-21,Completed,Discussed budget and preferred location.
622,1417,Document Shared,2025-02-05,Failed,Sent lease and booking information.
623,2994,Call,2025-04-24,Pending,Discussed budget and preferred location.
624,2843,SMS,2025-07-10,Pending,Shared available property options.
625,2682,Email,2025-01-17,Pending,Scheduled follow-up call.
626,1218,Follow-up,2026-04-12,Pending,Customer requested more details.
627,1541,Site Visit,2025-05-14,Failed,Discussed budget and preferred location.
628,2077,WhatsApp,2025-05-17,Failed,Customer requested more details.
629,1446,SMS,2025-04-10,Failed,Shared available property options.
630,2387,Call,2026-02-14,Pending,Shared available property options.
631,1520,Call,2026-03-28,Pending,Discussed budget and preferred location.
632,1389,Follow-up,2026-02-19,Failed,Discussed budget and preferred location.
633,1857,WhatsApp,2025-11-04,Failed,Customer requested more details.
634,1366,Site Visit,2026-03-15,Completed,Sent lease and booking information.
635,500,WhatsApp,2025-03-22,Completed,Shared available property options.
636,1681,Document Shared,2025-07-05,Completed,Sent lease and booking information.
637,511,Email,2026-02-21,Pending,Discussed budget and preferred location.
638,217,Follow-up,2026-02-05,Pending,Shared available property options.
639,1325,WhatsApp,2026-03-07,Completed,Customer requested more details.
640,1156,SMS,2025-05-26,Failed,No response from customer.
641,1828,Email,2025-05-25,Completed,Shared available property options.
642,1811,Follow-up,2026-03-26,Pending,Discussed budget and preferred location.
643,2493,Follow-up,2025-09-01,Pending,Discussed budget and preferred location.
644,2924,SMS,2026-05-19,Failed,No response from customer.
645,1206,SMS,2025-07-15,Completed,Scheduled follow-up call.
646,2215,SMS,2025-05-23,Completed,No response from customer.
647,91,Document Shared,2025-02-05,Failed,No response from customer.
